"document","label","term_ back","term_ big","term_ government","term_ made","term_ make","term_ one","term_ part","term_ people","term_ reuters","term_ see","term_ source","term_ story","term_ team","term_ trump","term_ week","term_ year","term_ years","term_news","term_time"
644,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
645,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
646,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
647,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
648,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
649,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
650,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
651,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
652,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
653,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
654,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
655,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
656,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
657,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
658,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
659,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
660,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
661,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
662,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
663,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
664,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
665,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
666,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
667,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
668,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
669,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
670,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
671,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
672,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
673,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
674,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
675,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
676,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
677,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
678,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
679,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
680,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
681,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
682,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
683,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
684,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
685,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
686,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
687,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
688,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
689,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
690,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
691,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
692,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
693,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
694,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
695,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
696,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
697,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
698,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
699,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
700,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
701,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
702,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
703,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
704,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
705,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
706,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
707,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
708,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
709,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
710,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
711,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
712,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
713,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
714,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
715,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
716,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
717,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
718,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
719,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
720,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
721,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
722,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
723,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
724,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
725,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
726,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
727,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
728,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
729,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
730,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
731,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
732,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
733,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
734,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
735,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
736,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
737,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
738,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
739,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
740,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
741,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
742,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
743,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
744,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
745,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
746,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
747,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
748,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
749,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
750,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
751,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
752,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
753,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
754,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
755,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
756,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
757,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
758,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
759,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
760,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
761,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
762,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
763,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
764,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
765,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
766,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
767,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
768,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
769,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
770,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
771,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
772,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
773,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
774,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
775,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
776,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
777,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
778,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
779,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
780,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
781,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
782,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
783,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
784,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
785,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
786,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
787,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
788,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
789,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
790,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
791,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
792,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
793,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
794,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
795,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
796,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
797,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
798,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
799,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
800,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
801,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
802,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
803,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
804,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
805,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
806,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
807,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
808,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
809,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
810,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
811,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
812,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
813,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
814,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
815,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
816,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
817,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
818,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
819,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
820,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
821,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
822,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
823,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
824,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
825,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
826,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
827,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
828,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
829,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
830,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
831,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
832,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
833,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
834,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
835,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
836,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
837,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
838,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
839,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
840,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
841,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
842,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
843,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
844,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
845,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
846,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
847,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
848,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
849,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
850,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
851,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
852,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
853,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
854,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
855,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
856,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
857,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
858,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
859,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
860,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
861,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
862,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
863,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
864,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
865,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
866,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
867,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
868,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
869,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
870,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
871,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
872,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
873,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
874,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
875,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
876,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
877,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
878,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
879,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
880,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
881,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
882,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
883,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
884,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
885,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
886,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
887,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
888,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
889,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
890,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
891,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
892,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
893,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
894,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
895,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
896,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
897,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
898,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
899,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
900,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
901,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
902,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
903,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
904,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
905,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
906,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
907,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
908,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
909,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
910,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
911,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
912,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
913,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
914,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
915,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
916,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
917,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
918,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
919,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
920,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
921,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
922,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
923,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
924,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
925,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
926,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
927,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
928,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
929,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
930,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
931,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
932,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
933,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
934,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
935,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
936,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
937,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
938,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
939,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
940,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
941,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
942,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
943,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
944,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
945,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
946,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
947,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
948,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
949,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
950,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
951,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
952,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
953,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
954,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
955,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
956,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
957,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
958,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
959,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
960,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
961,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
962,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
963,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
964,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
965,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
966,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
