"document","label","term_ back","term_ government","term_ news","term_ people","term_ photos","term_ play","term_ police","term_ season","term_ state","term_ states","term_ team","term_ time","term_ told","term_ trump","term_ week","term_ yards","term_ years","term_game","term_president"
644,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
645,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
646,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
647,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
648,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
649,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
650,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
651,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
652,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
653,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
654,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
655,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
656,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
657,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
658,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
659,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
660,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
661,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
662,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
663,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
664,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
665,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
666,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
667,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
668,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
669,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
670,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
671,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
672,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
673,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
674,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
675,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
676,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
677,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
678,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
679,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
680,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
681,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
682,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
683,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
684,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
685,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
686,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
687,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
688,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
689,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
690,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
691,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
692,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
693,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
694,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
695,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
696,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
697,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
698,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
699,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
700,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
701,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
702,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
703,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
704,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
705,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
706,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
707,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
708,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
709,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
710,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
711,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
712,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
713,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
714,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
715,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
716,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
717,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
718,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
719,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
720,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
721,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
722,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
723,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
724,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
725,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
726,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
727,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
728,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
729,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
730,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
731,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
732,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
733,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
734,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
735,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
736,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
737,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
738,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
739,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
740,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
741,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
742,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
743,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
744,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
745,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
746,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
747,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
748,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
749,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
750,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
751,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
752,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
753,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
754,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
755,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
756,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
757,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
758,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
759,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
760,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
761,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
762,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
763,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
764,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
765,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
766,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
767,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
768,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
769,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
770,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
771,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
772,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
773,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
774,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
775,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
776,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
777,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
778,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
779,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
780,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
781,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
782,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
783,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
784,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
785,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
786,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
787,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
788,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
789,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
790,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
791,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
792,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
793,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
794,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
795,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
796,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
797,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
798,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
799,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
800,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
801,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
802,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
803,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
804,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
805,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
806,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
807,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
808,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
809,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
810,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
811,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
812,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
813,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
814,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
815,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
816,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
817,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
818,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
819,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
820,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
821,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
822,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
823,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
824,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
825,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
826,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
827,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
828,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
829,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
830,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
831,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
832,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
833,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
834,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
835,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
836,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
837,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
838,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
839,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
840,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
841,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
842,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
843,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
844,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
845,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
846,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
847,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
848,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
849,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
850,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
851,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
852,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
853,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
854,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
855,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
856,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
857,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
858,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
859,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
860,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
861,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
862,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
863,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
864,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
865,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
866,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
867,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
868,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
869,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
870,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
871,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
872,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
873,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
874,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
875,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
876,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
877,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
878,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
879,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
880,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
881,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
882,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
883,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
884,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
885,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
886,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
887,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
888,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
889,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
890,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
891,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
892,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
893,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
894,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
895,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
896,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
897,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
898,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
899,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
900,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
901,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
902,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
903,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
904,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
905,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
906,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
907,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
908,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
909,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
910,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
911,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
912,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
913,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
914,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
915,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
916,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
917,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
918,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
919,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
920,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
921,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
922,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
923,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
924,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
925,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
926,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
927,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
928,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
929,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
930,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
931,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
932,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
933,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
934,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
935,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
936,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
937,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
938,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
939,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
940,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
941,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
942,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
943,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
944,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
945,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
946,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
947,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
948,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
949,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
950,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
951,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
952,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
953,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
954,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
955,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
956,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
957,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
958,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
959,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
960,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
961,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
962,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
963,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
964,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
965,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
966,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
